thinclient.thinclient_hynix.,1.3,Thu Aug 16 18:49:48 2012,00:E1:75:10:00:00,00:E1:75:10:00:01
thinclient.thinclient_hynix.,1.3,Thu Aug 16 18:50:04 2012,00:E1:75:10:00:02,00:E1:75:10:00:03
thinclient.thinclient_hynix.,1.3,Thu Aug 16 18:50:19 2012,00:E1:75:10:00:04,00:E1:75:10:00:05
thinclient.thinclient_hynix.,1.3,Thu Aug 16 18:50:34 2012,00:E1:75:10:00:06,00:E1:75:10:00:07
thinclient.thinclient_hynix.,1.3,Thu Aug 16 18:50:54 2012,00:E1:75:10:00:08,00:E1:75:10:00:09
thinclient.thinclient_hynix.,1.3,Thu Aug 16 18:51:05 2012,00:E1:75:10:00:0A,00:E1:75:10:00:0B
thinclient.thinclient_hynix.,1.3,Thu Aug 16 18:51:35 2012,00:E1:75:10:00:0C,00:E1:75:10:00:0D
thinclient.thinclient_hynix.,1.3,Fri Aug 17 09:23:08 2012,00:E1:75:10:00:0E,00:E1:75:10:00:0F
thinclient.thinclient_hynix.,1.3,Fri Aug 17 09:33:29 2012,00:E1:75:10:00:10,00:E1:75:10:00:11
thinclient.thinclient_hynix.,1.3,Fri Aug 17 09:35:15 2012,00:E1:75:10:00:12,00:E1:75:10:00:13
thinclient.thinclient_hynix.,1.3,Fri Aug 17 09:41:07 2012,00:E1:75:10:00:14,00:E1:75:10:00:15
thinclient.thinclient_hynix.,1.3,Fri Aug 17 09:42:37 2012,00:E1:75:10:00:16,00:E1:75:10:00:17
thinclient.thinclient_hynix.,1.3,Fri Aug 17 09:46:33 2012,00:E1:75:10:00:18,00:E1:75:10:00:19
thinclient.thinclient_hynix.,1.3,Fri Aug 17 09:47:50 2012,00:E1:75:10:00:1A,00:E1:75:10:00:1B
thinclient.thinclient_hynix.,1.3,Fri Aug 17 09:53:14 2012,00:E1:75:10:00:1C,00:E1:75:10:00:1D
thinclient.thinclient_hynix.,1.3,Fri Aug 17 09:54:57 2012,00:E1:75:10:00:1E,00:E1:75:10:00:1F
thinclient.thinclient_hynix.,1.3,Fri Aug 17 10:18:43 2012,00:E1:75:10:00:20,00:E1:75:10:00:21
thinclient.thinclient_hynix.,1.3,Fri Aug 17 10:20:27 2012,00:E1:75:10:00:22,00:E1:75:10:00:23
thinclient.thinclient_hynix.,1.3,Fri Aug 17 14:24:30 2012,00:E1:75:10:00:24,00:E1:75:10:00:25
thinclient.thinclient_hynix.,1.3,Fri Aug 17 14:24:46 2012,00:E1:75:10:00:26,00:E1:75:10:00:27
thinclient.thinclient_hynix.,1.3,Fri Aug 17 14:24:56 2012,00:E1:75:10:00:28,00:E1:75:10:00:29
thinclient.thinclient_hynix.,1.3,Fri Aug 17 15:19:56 2012,00:E1:75:10:00:2A,00:E1:75:10:00:2B
thinclient.thinclient_hynix.,1.3,Fri Aug 17 15:20:11 2012,00:E1:75:10:00:2C,00:E1:75:10:00:2D
thinclient.thinclient_hynix.,1.3,Fri Aug 17 15:56:25 2012,00:E1:75:10:00:2E,00:E1:75:10:00:2F
thinclient.thinclient_hynix.,1.3,Fri Aug 17 16:12:42 2012,00:E1:75:10:00:30,00:E1:75:10:00:31
thinclient.thinclient_hynix.,1.3,Fri Aug 17 16:20:34 2012,00:E1:75:10:00:32,00:E1:75:10:00:33
thinclient.thinclient_hynix.,1.3,Fri Aug 17 16:52:45 2012,00:E1:75:10:00:34,00:E1:75:10:00:35
thinclient.thinclient_hynix.,1.3,Mon Aug 20 09:13:34 2012,00:E1:75:10:00:36,00:E1:75:10:00:37
thinclient.thinclient_hynix.,1.3,Mon Aug 20 09:14:06 2012,00:E1:75:10:00:38,00:E1:75:10:00:39
thinclient.thinclient_hynix.,1.3,Mon Aug 20 09:20:33 2012,00:E1:75:10:00:3A,00:E1:75:10:00:3B
thinclient.thinclient_hynix.,1.3,Mon Aug 20 09:24:40 2012,00:E1:75:10:00:3C,00:E1:75:10:00:3D
thinclient.thinclient_hynix.,1.3,Mon Aug 20 09:26:54 2012,00:E1:75:10:00:3E,00:E1:75:10:00:3F
thinclient.thinclient_hynix.,1.3,Mon Aug 20 09:29:50 2012,00:E1:75:10:00:40,00:E1:75:10:00:41
thinclient.thinclient_hynix.,1.3,Mon Aug 20 09:31:02 2012,00:E1:75:10:00:42,00:E1:75:10:00:43
thinclient.thinclient_hynix.,1.3,Mon Aug 20 09:34:13 2012,00:E1:75:10:00:44,00:E1:75:10:00:45
thinclient.thinclient_hynix.,1.3,Mon Aug 20 09:35:38 2012,00:E1:75:10:00:46,00:E1:75:10:00:47
thinclient.thinclient_hynix.,1.3,Mon Aug 20 11:40:31 2012,00:E1:75:10:00:48,00:E1:75:10:00:49
thinclient.thinclient_hynix.,1.3,Tue Aug 21 10:16:30 2012,00:E1:75:10:00:4A,00:E1:75:10:00:4B
thinclient.thinclient_hynix.,1.3,Tue Aug 21 10:20:55 2012,00:E1:75:10:00:4C,00:E1:75:10:00:4D
thinclient.thinclient_hynix.,1.3,Tue Aug 21 10:23:06 2012,00:E1:75:10:00:4E,00:E1:75:10:00:4F
thinclient.thinclient_hynix.,1.3,Tue Aug 21 10:53:37 2012,00:E1:75:10:00:50,00:E1:75:10:00:51
thinclient.thinclient_hynix.,1.3,Wed Aug 22 09:16:18 2012,00:E1:75:10:00:52,00:E1:75:10:00:53
thinclient.thinclient_hynix.,1.3,Wed Aug 22 09:16:23 2012,00:E1:75:10:00:54,00:E1:75:10:00:55
thinclient.thinclient_hynix.,1.3,Wed Aug 22 09:16:29 2012,00:E1:75:10:00:56,00:E1:75:10:00:57
thinclient.thinclient_hynix.,1.3,Wed Aug 22 09:19:17 2012,00:E1:75:10:00:58,00:E1:75:10:00:59
thinclient.thinclient_hynix.,1.3,Wed Aug 22 09:19:22 2012,00:E1:75:10:00:5A,00:E1:75:10:00:5B
thinclient.thinclient_hynix.,1.3,Wed Aug 22 09:21:11 2012,00:E1:75:10:00:5C,00:E1:75:10:00:5D
thinclient.thinclient_hynix.,1.3,Wed Aug 22 09:22:45 2012,00:E1:75:10:00:5E,00:E1:75:10:00:5F
thinclient.thinclient_hynix.,1.3,Wed Aug 22 09:47:40 2012,00:E1:75:10:00:60,00:E1:75:10:00:61
thinclient.thinclient_hynix.,1.3,Wed Aug 22 10:24:12 2012,00:E1:75:10:00:62,00:E1:75:10:00:63
thinclient.thinclient_hynix.,1.3,Wed Aug 22 10:47:58 2012,00:E1:75:10:00:64,00:E1:75:10:00:65
thinclient.thinclient_hynix.,1.3,Wed Aug 22 11:15:11 2012,00:E1:75:10:00:66,00:E1:75:10:00:67
thinclient.thinclient_hynix.,1.3,Wed Aug 22 11:43:48 2012,00:E1:75:10:00:68,00:E1:75:10:00:69
thinclient.thinclient_hynix.,1.3,Thu Aug 23 11:23:21 2012,00:E1:75:10:00:6A,00:E1:75:10:00:6B
thinclient.thinclient_hynix.,1.3,Thu Aug 23 15:29:12 2012,00:E1:75:10:00:6C,00:E1:75:10:00:6D
thinclient.thinclient_hynix.,1.3,Thu Aug 23 15:29:30 2012,00:E1:75:10:00:6E,00:E1:75:10:00:6F
thinclient.thinclient_hynix.,1.3,Fri Aug 24 09:24:47 2012,00:E1:75:10:00:70,00:E1:75:10:00:71
thinclient.thinclient_hynix.,1.3,Tue Aug 28 11:52:35 2012,00:E1:75:10:00:72,00:E1:75:10:00:73
thinclient.thinclient_hynix.,1.3,Tue Aug 28 11:55:30 2012,00:E1:75:10:00:74,00:E1:75:10:00:75
thinclient.thinclient_hynix.,1.3,Tue Aug 28 11:56:23 2012,00:E1:75:10:00:76,00:E1:75:10:00:77
thinclient.thinclient_hynix.,1.3,Fri Aug 31 09:54:10 2012,00:E1:75:10:00:78,00:E1:75:10:00:79
thinclient.thinclient_hynix.,1.3,Fri Aug 31 09:54:26 2012,00:E1:75:10:00:7A,00:E1:75:10:00:7B
thinclient.thinclient_hynix.,1.3,Fri Aug 31 14:38:44 2012,00:E1:75:10:00:7C,00:E1:75:10:00:7D
thinclient.thinclient_hynix.,1.3,Fri Aug 31 14:43:36 2012,00:E1:75:10:00:7E,00:E1:75:10:00:7F
thinclient.thinclient_hynix.,1.3,Fri Aug 31 14:44:54 2012,00:E1:75:10:00:80,00:E1:75:10:00:81
thinclient.thinclient_hynix.,1.3,Fri Aug 31 14:45:45 2012,00:E1:75:10:00:82,00:E1:75:10:00:83
thinclient.thinclient_hynix.,1.3,Mon Sep  3 18:22:52 2012,00:E1:75:10:00:84,00:E1:75:10:00:85
thinclient.thinclient_hynix.,1.3,Mon Sep  3 18:23:51 2012,00:E1:75:10:00:86,00:E1:75:10:00:87
thinclient.thinclient_hynix.,1.3,Tue Sep  4 10:59:19 2012,00:E1:75:10:00:88,00:E1:75:10:00:89
thinclient.thinclient_hynix.,1.3,Tue Sep  4 11:38:52 2012,00:E1:75:10:00:8A,00:E1:75:10:00:8B
thinclient.thinclient_hynix.,1.3,Tue Sep  4 15:32:45 2012,00:E1:75:10:00:8C,00:E1:75:10:00:8D
thinclient.thinclient_hynix.,1.3,Tue Sep  4 15:33:37 2012,00:E1:75:10:00:8E,00:E1:75:10:00:8F
thinclient.thinclient_hynix.,1.3,Tue Sep  4 15:39:57 2012,00:E1:75:10:00:90,00:E1:75:10:00:91
thinclient.thinclient_hynix.,1.3,Tue Sep  4 18:42:50 2012,00:E1:75:10:00:92,00:E1:75:10:00:93
thinclient.thinclient_hynix.,1.3,Fri Sep  7 09:52:24 2012,00:E1:75:10:00:94,00:E1:75:10:00:95
thinclient.thinclient_hynix.,1.3,Fri Sep  7 17:20:02 2012,00:E1:75:10:00:96,00:E1:75:10:00:97
thinclient.thinclient_hynix.,1.3,Mon Sep 10 13:08:59 2012,00:E1:75:10:00:98,00:E1:75:10:00:99
thinclient.thinclient_hynix.,1.3,Mon Sep 10 15:30:29 2012,00:E1:75:10:00:9A,00:E1:75:10:00:9B
thinclient.thinclient_hynix.,1.3,Mon Sep 10 15:31:38 2012,00:E1:75:10:00:9C,00:E1:75:10:00:9D
thinclient.thinclient_hynix.,1.3,Tue Sep 11 11:57:55 2012,00:E1:75:10:00:9E,00:E1:75:10:00:9F
thinclient.thinclient_hynix.,1.3,Tue Sep 11 11:58:09 2012,00:E1:75:10:00:A0,00:E1:75:10:00:A1
thinclient.thinclient_hynix.,1.3,Tue Sep 11 12:08:35 2012,00:E1:75:10:00:A2,00:E1:75:10:00:A3
thinclient.thinclient.,1.1,Tue Nov  6 16:02:42 2012,00:E1:75:10:00:A4,00:E1:75:10:00:A5
thinclient.thinclient.,1.1,Tue Nov  6 16:02:55 2012,00:E1:75:10:00:A6,00:E1:75:10:00:A7
thinclient.thinclient.,1.1,Tue Nov  6 16:03:18 2012,00:E1:75:10:00:A8,00:E1:75:10:00:A9
thinclient.thinclient.,1.1,Tue Nov  6 16:03:31 2012,00:E1:75:10:00:AA,00:E1:75:10:00:AB
thinclient.thinclient.,1.1,Tue Nov  6 16:04:08 2012,00:E1:75:10:00:AC,00:E1:75:10:00:AD
thinclient.thinclient.,1.1,Tue Nov  6 16:04:22 2012,00:E1:75:10:00:AE,00:E1:75:10:00:AF
thinclient.thinclient.,1.1,Tue Nov  6 16:05:20 2012,00:E1:75:10:00:B0,00:E1:75:10:00:B1
thinclient.thinclient.,1.1,Tue Nov  6 16:05:32 2012,00:E1:75:10:00:B2,00:E1:75:10:00:B3
thinclient.thinclient.,1.1,Thu Nov  8 14:07:23 2012,00:E1:75:10:00:B4,00:E1:75:10:00:B5
thinclient.thinclient.,1.1,Thu Nov  8 14:08:12 2012,00:E1:75:10:00:B6,00:E1:75:10:00:B7
thinclient.thinclient.,1.1,Thu Nov  8 14:08:40 2012,00:E1:75:10:00:B8,00:E1:75:10:00:B9
thinclient.thinclient.,1.1,Thu Nov  8 15:31:44 2012,00:E1:75:10:00:BA,00:E1:75:10:00:BB
thinclient.thinclient.,1.1,Thu Nov  8 15:35:03 2012,00:E1:75:10:00:BC,00:E1:75:10:00:BD
